gx,gy,gz,lin_acc_mag,gyro_mag,gyro_diff,lin_acc_diff,gyro_avg,gyro_var,lin_acc_avg,lin_acc_var,lin_ax_avg,lin_ay_avg,lin_az_avg,label
511.9708,424.8707,42.4693,0.0545,666.658,1.3444,0.0033,653.1678,138.7102,0.0554,1.7e-05,-0.0196,-0.0339,0.0211,ROTATE1
493.986,403.5122,60.5442,0.0391,640.7104,25.9476,0.0154,653.7717,121.4751,0.0517,5.5e-05,-0.015,-0.0403,0.0092,ROTATE1
472.8326,378.4723,91.3822,0.0342,612.5052,28.2053,0.0049,647.8626,399.6667,0.0466,7.9e-05,-0.0105,-0.0387,-0.0016,ROTATE1
442.5723,360.681,117.2558,0.0379,582.8464,29.6588,0.0037,633.6068,1034.0138,0.0447,9e-05,-0.0125,-0.0288,-0.0116,ROTATE1
456.4547,344.0073,122.4421,0.0435,584.5374,1.691,0.0055,617.4515,1053.5156,0.0418,4.8e-05,-0.0171,-0.0133,-0.0201,ROTATE1
467.5607,323.412,121.4287,0.0459,581.3375,3.2,0.0024,600.3873,538.9198,0.0401,1.7e-05,-0.0201,0.0018,-0.0268,ROTATE1
476.4454,297.564,122.1211,0.052,574.8549,6.4825,0.0061,587.2162,170.633,0.0427,3.8e-05,-0.0202,0.0128,-0.0326,ROTATE1
483.5532,259.0919,129.25,0.056,563.6115,11.2435,0.004,577.4375,58.5408,0.047,4e-05,-0.0187,0.02,-0.0376,ROTATE1
489.2395,214.5047,142.7438,0.0582,552.9406,10.6708,0.0023,571.4564,136.9352,0.0511,3.2e-05,-0.0177,0.0246,-0.0409,ROTATE1
493.7885,166.6538,152.3513,0.0632,542.9654,9.9752,0.005,563.142,195.9303,0.0551,3.4e-05,-0.0178,0.0301,-0.0414,ROTATE1
497.4276,133.1355,144.2248,0.0882,534.7524,8.213,0.0249,553.825,204.102,0.0635,0.000165,-0.0186,0.0429,-0.0362,ROTATE1
487.4359,111.4678,114.6673,0.1125,512.9984,21.754,0.0243,541.4537,295.9622,0.0756,0.000471,-0.0195,0.0605,-0.027,ROTATE1
492.3456,69.8836,75.2651,0.1261,502.9441,10.0544,0.0136,529.3202,347.145,0.0896,0.000707,-0.0166,0.08,-0.0234,ROTATE1
476.5827,30.9475,60.6371,0.097,481.4205,21.5236,0.0291,515.0162,489.8306,0.0974,0.000461,-0.0117,0.0923,-0.0185,ROTATE1
483.6631,-16.5264,79.8815,0.0629,490.4938,9.0733,0.0341,504.5218,343.7371,0.0973,0.000465,-0.0071,0.0943,-0.0162,ROTATE1
489.3273,-76.6773,103.6709,0.0698,506.0319,15.5381,0.0069,498.7777,128.4214,0.0937,0.000586,-0.0029,0.091,-0.0169,ROTATE1
493.8588,-161.1137,111.3804,0.0642,531.2812,25.2493,0.0057,502.4343,285.9003,0.084,0.000596,-0.0002,0.0813,-0.0199,ROTATE1
497.4839,-185.4941,134.1044,0.0459,547.6151,16.3339,0.0183,511.3685,614.2887,0.068,0.000275,-0.0016,0.0657,-0.0133,ROTATE1
500.384,-154.5078,165.1679,0.0434,549.1241,1.509,0.0025,524.9092,536.6584,0.0573,0.000112,-0.0045,0.0543,-0.0053,ROTATE1
502.7041,-121.0594,190.5687,0.0505,551.0746,1.9505,0.007,537.0253,289.898,0.0548,0.000108,-0.0069,0.0517,0.0033,ROTATE1
504.5602,-86.8694,203.8393,0.0553,551.0696,0.0049,0.0049,546.0328,56.0918,0.0519,5.4e-05,-0.0085,0.0486,0.009,ROTATE1
506.045,-30.258,200.7277,0.0617,545.2419,5.8277,0.0064,548.8251,4.8982,0.0514,4.3e-05,-0.0075,0.0484,0.0133,ROTATE1
507.2329,29.2936,175.279,0.068,537.4626,7.7793,0.0062,546.7946,26.3034,0.0558,7.3e-05,-0.0044,0.0529,0.0115,ROTATE1
508.1832,45.4755,149.5982,0.0759,531.6934,5.7693,0.0079,543.3085,58.6742,0.0623,8.1e-05,-0.0009,0.0593,0.0015,ROTATE1
508.9435,5.9742,129.213,0.0826,525.124,6.5694,0.0066,538.1183,85.8092,0.0687,9.4e-05,0.0022,0.0641,-0.0113,ROTATE1
509.5517,-53.7426,125.2391,0.0722,527.4619,2.3379,0.0104,533.3968,52.6807,0.0721,5e-05,0.005,0.0651,-0.0226,ROTATE1
510.0382,-9.6628,149.3226,0.0711,531.5351,4.0732,0.0011,530.6554,17.7971,0.0739,2.5e-05,0.0094,0.066,-0.0277,ROTATE1
510.4275,55.7948,156.508,0.0634,536.7905,5.2554,0.0077,530.5209,16.0391,0.073,3.9e-05,0.0112,0.0642,-0.0308,ROTATE1
510.7389,60.4546,159.7689,0.0745,538.549,1.7585,0.0111,531.8921,26.7741,0.0727,3.8e-05,0.0094,0.0642,-0.0302,ROTATE1
510.988,46.3574,142.9276,0.0807,532.6218,5.9272,0.0062,533.3917,15.4704,0.0724,3.1e-05,0.0083,0.0645,-0.029,ROTATE1
511.1873,-0.7828,115.1827,0.0876,524.0039,8.6179,0.0068,532.7001,25.5856,0.0755,6.8e-05,0.0076,0.068,-0.0294,ROTATE1
511.3467,-56.0044,75.8806,0.0896,519.9709,4.033,0.002,530.3873,52.3711,0.0792,9.1e-05,0.0042,0.0701,-0.0353,ROTATE1
511.4742,-114.7504,22.7701,0.089,524.6828,4.7119,0.0006,527.9657,44.8151,0.0843,3.4e-05,0.0031,0.0734,-0.0408,ROTATE1
511.5763,-163.0316,-47.2777,0.0849,539.0035,14.3207,0.0041,528.0566,46.772,0.0863,1.1e-05,0.0066,0.0738,-0.0439,ROTATE1
511.6579,-210.419,-97.9128,0.0748,561.8335,22.83,0.01,533.8989,236.6467,0.0852,2.9e-05,0.0103,0.0728,-0.042,ROTATE1
511.7232,-238.6383,-117.8802,0.072,576.8055,14.972,0.0028,544.4593,473.7395,0.0821,5.3e-05,0.0116,0.0698,-0.0408,ROTATE1
511.7755,-239.4169,-131.1448,0.0664,580.0289,3.2234,0.0056,556.4708,462.566,0.0774,6.9e-05,0.0119,0.0665,-0.0372,ROTATE1
511.8173,-228.4335,-140.1283,0.0561,577.7324,2.2965,0.0104,567.0807,238.3104,0.0708,9e-05,0.0098,0.0624,-0.0306,ROTATE1
511.8507,-198.1187,-144.9339,0.0491,567.6689,10.0635,0.007,572.8138,47.8443,0.0637,9.5e-05,0.0058,0.0579,-0.0228,ROTATE1
511.8774,-167.1856,-136.1753,0.0436,555.4396,12.2293,0.0055,571.535,82.4681,0.0574,0.000111,0.001,0.0532,-0.0181,ROTATE1
511.8988,-134.5172,-129.7183,0.0362,544.9423,10.4973,0.0074,565.1625,177.7371,0.0503,0.000108,0.0,0.0482,-0.0091,ROTATE1
