gx,gy,gz,lin_acc_mag,gyro_mag,gyro_diff,lin_acc_diff,gyro_avg,gyro_var,lin_acc_avg,lin_acc_var,lin_ax_avg,lin_ay_avg,lin_az_avg,label
70.6941,-57.7631,-80.3368,1.2742,121.6069,48.5075,0.1666,333.1714,52260.5508,1.4355,0.008117,-0.4927,0.9627,-0.9398,SHAKE1
158.9521,-148.6104,-166.6695,1.0869,274.0977,152.4908,0.1873,253.3288,23444.6895,1.3684,0.027892,-0.4601,0.9027,-0.9185,SHAKE1
229.5586,-221.2884,-235.7356,0.9067,396.5311,122.4334,0.1802,230.6856,13883.3076,1.2462,0.051123,-0.4094,0.8323,-0.829,SHAKE1
286.0438,-197.4119,-290.9885,0.7533,453.2845,56.7533,0.1533,263.7239,22042.707,1.0924,0.060787,-0.3535,0.7603,-0.6895,SHAKE1
331.2319,-129.6171,-335.1908,0.6383,488.7412,35.4568,0.115,346.8522,17991.3965,0.9319,0.051979,-0.3008,0.6935,-0.521,SHAKE1
367.3824,-76.3999,-370.5526,0.5543,527.3671,38.6259,0.084,428.0043,7775.7627,0.7879,0.036326,-0.2515,0.6342,-0.346,SHAKE1
396.3028,-53.5762,-398.8421,0.5135,564.8021,37.435,0.0408,486.1452,3400.679,0.6732,0.020357,-0.2024,0.58,-0.1726,SHAKE1
419.4391,-38.8422,-421.4737,0.5252,595.8842,31.0822,0.0117,526.0157,2613.4077,0.5969,0.00802,-0.1494,0.5259,-0.0047,SHAKE1
437.9482,3.2044,-439.5789,0.573,620.5147,24.6305,0.0478,559.4619,2222.8083,0.5609,0.001941,-0.089,0.4648,0.1563,SHAKE1
452.7554,104.9604,-454.0632,0.6486,649.7519,29.2372,0.0756,591.664,1816.0072,0.5629,0.002275,-0.0138,0.3841,0.3099,SHAKE1
464.6012,186.3652,-465.6505,0.7189,683.6788,33.9269,0.0704,622.9263,1705.2,0.5958,0.006043,0.0748,0.283,0.4431,SHAKE1
474.0779,251.489,-474.9204,0.8215,716.6212,32.9424,0.1026,653.2902,1863.2972,0.6574,0.011079,0.1763,0.152,0.5492,SHAKE1
481.6592,303.5881,-481.7926,1.0276,745.8455,29.2242,0.2061,683.2824,2017.9695,0.7579,0.024897,0.2886,-0.0108,0.641,SHAKE1
487.7242,345.2674,-401.8622,1.2316,720.1234,25.722,0.2039,703.2041,1104.5886,0.8896,0.045579,0.4004,-0.1972,0.7223,SHAKE1
492.5763,372.1514,-275.9398,1.3801,676.218,43.9054,0.1485,708.4974,650.7916,1.0359,0.060651,0.4954,-0.386,0.7922,SHAKE1
342.3235,293.4149,-133.8612,1.4706,470.3153,205.9027,0.0905,665.8247,10052.7783,1.1863,0.055728,0.5644,-0.5642,0.8619,SHAKE1
171.4589,158.2163,-4.6921,1.4989,233.3507,236.9646,0.0284,569.1706,37601.4531,1.3218,0.030312,0.6012,-0.7102,0.9312,SHAKE1
34.7671,43.848,98.6432,1.4316,113.4102,119.9405,0.0673,442.6835,56903.1797,1.4026,0.008898,0.6016,-0.805,0.9748,SHAKE1
-74.5863,-33.2622,181.3114,1.296,198.855,85.4448,0.1356,338.4299,42530.2422,1.4154,0.005157,0.5675,-0.8391,0.9864,SHAKE1
-162.0691,-51.7941,247.446,1.1321,300.2975,101.4424,0.1639,263.2458,14348.2402,1.3659,0.018499,0.507,-0.8132,0.9703,SHAKE1
-232.0553,-28.0541,300.3537,0.9742,380.5904,80.2929,0.158,245.3008,8204.6074,1.2666,0.037132,0.4264,-0.7278,0.9364,SHAKE1
-288.0442,30.7974,342.6798,0.8192,448.7175,68.1272,0.1549,288.3741,14596.4092,1.1306,0.047879,0.3332,-0.5738,0.8889,SHAKE1
-332.8354,118.5942,376.5408,0.7566,516.3593,67.6417,0.0627,368.9639,12374.6621,0.9956,0.039521,0.2405,-0.3627,0.8353,SHAKE1
-368.6683,197.2722,403.6295,0.7605,581.1622,64.8029,0.004,445.4254,9746.5244,0.8885,0.021056,0.1628,-0.1103,0.7654,SHAKE1
-397.3347,260.2146,425.3005,0.7876,637.5477,56.3855,0.0271,512.8754,8366.791,0.8196,0.006476,0.1027,0.1608,0.6562,SHAKE1
-420.2677,310.5686,442.6373,0.8958,684.8398,47.2922,0.1081,573.7253,7078.5703,0.8039,0.002612,0.0527,0.4262,0.4643,SHAKE1
-438.6142,350.8517,456.5067,1.1863,723.7939,38.9541,0.2905,628.7406,5430.6206,0.8774,0.026413,-0.0066,0.6552,0.1844,SHAKE1
-453.2914,383.0783,422.0648,1.4903,728.2587,4.4647,0.304,671.1205,3089.4236,1.0241,0.077094,-0.0823,0.8369,-0.1554,SHAKE1
-465.0331,359.6751,296.0862,1.73,658.2469,70.0118,0.2397,686.5374,1266.3887,1.218,0.125262,-0.1715,0.969,-0.5204,SHAKE1
-380.7202,191.4526,154.019,1.8609,453.1267,205.1202,0.131,649.6532,10322.0566,1.4326,0.124817,-0.2601,1.0491,-0.8719,SHAKE1
-202.1793,50.7621,20.8152,1.9133,209.4911,243.6356,0.0524,554.5835,39784.7148,1.6362,0.071964,-0.3279,1.0799,-1.1607,SHAKE1
