gx,gy,gz,lin_acc_mag,gyro_mag,gyro_diff,lin_acc_diff,gyro_avg,gyro_var,lin_acc_avg,lin_acc_var,lin_ax_avg,lin_ay_avg,lin_az_avg,label
-126.4129,27.9235,-1.5728,0.0494,129.4697,6.9997,0.004,124.9367,12.3627,0.0424,2.3e-05,-0.0037,-0.0385,-0.016,translate1
-136.2366,61.6419,-1.4895,0.0607,149.5405,20.0707,0.0113,129.0663,113.2489,0.0474,5.4e-05,-0.0038,-0.0391,-0.0231,translate1
-131.3111,76.4104,-3.2541,0.0679,151.9597,2.4193,0.0072,134.9057,176.0255,0.0531,9.4e-05,-0.0053,-0.0377,-0.0318,translate1
-136.1614,77.7346,-5.4533,0.0676,156.8832,4.9235,0.0002,142.0646,183.194,0.0582,8.6e-05,-0.0077,-0.0339,-0.0419,translate1
-150.1635,74.7064,-9.272,0.0526,167.9765,11.0933,0.0151,151.1659,157.8557,0.0596,5.8e-05,-0.0093,-0.0272,-0.0501,translate1
-157.1214,72.6683,-11.0332,0.0342,173.4634,5.4869,0.0183,159.9646,85.7288,0.0566,0.000157,-0.0098,-0.0203,-0.0512,translate1
-135.5284,74.9377,-9.7016,0.0302,155.17,18.2934,0.004,161.0906,67.3261,0.0505,0.000255,-0.0086,-0.0147,-0.0472,translate1
-116.1915,73.1908,-8.1988,0.0483,137.5666,17.6034,0.0181,158.2119,153.0404,0.0466,0.00018,-0.0063,-0.0102,-0.0448,translate1
-105.6563,48.2339,-5.2715,0.0731,116.265,21.3016,0.0248,150.0883,438.6027,0.0477,0.000231,-0.0037,-0.0071,-0.0468,translate1
-99.2438,5.2652,1.5859,0.0922,99.396,16.869,0.0191,136.3722,700.4159,0.0556,0.00056,-0.0022,-0.0061,-0.055,translate1
-95.3732,-32.2816,8.2937,0.099,101.0293,1.6333,0.0068,121.8854,465.2207,0.0686,0.000677,-0.0017,-0.0052,-0.0682,translate1
-95.661,-51.2846,10.235,0.0886,109.0225,7.9931,0.0104,112.6559,191.5546,0.0802,0.000327,-0.0023,-0.0023,-0.08,translate1
-98.1288,-40.4902,7.5692,0.0815,106.4238,2.5987,0.0071,106.4273,36.4185,0.0869,7.9e-05,-0.0043,0.0025,-0.0861,translate1
-116.2499,-9.4234,3.0773,0.0908,116.6718,10.2481,0.0093,106.5087,38.0459,0.0904,3.2e-05,-0.0075,0.0088,-0.0886,translate1
-146.0843,16.7425,0.9868,0.0989,147.0439,30.3721,0.0081,116.0383,265.7363,0.0918,4.4e-05,-0.0111,0.0157,-0.0887,translate1
-171.4769,31.0221,3.8645,0.0983,174.3032,27.2593,0.0006,130.693,684.8814,0.0916,4.2e-05,-0.0149,0.0233,-0.0867,translate1
-179.0815,39.1802,14.7541,0.0978,183.9102,9.6069,0.0005,145.6706,933.0444,0.0935,4.5e-05,-0.0191,0.0308,-0.0856,translate1
-175.8214,45.0848,28.3282,0.1002,183.7071,0.2031,0.0024,161.1272,675.4283,0.0972,1.1e-05,-0.0225,0.0382,-0.0856,translate1
-162.1134,40.0897,38.4126,0.106,171.3577,12.3494,0.0058,172.0644,181.482,0.1003,9e-06,-0.0249,0.0457,-0.0846,translate1
-140.5032,24.7749,48.0395,0.1084,150.5415,20.8162,0.0023,172.7639,148.4351,0.1022,1.8e-05,-0.0263,0.0524,-0.083,translate1
-117.2995,-0.4926,54.4097,0.1061,129.3051,21.2364,0.0022,163.7643,444.7018,0.1037,1.6e-05,-0.0267,0.0579,-0.0816,translate1
-96.4177,-30.3722,57.5059,0.0985,116.3003,13.0048,0.0076,150.2424,631.2534,0.1039,1.4e-05,-0.0258,0.0612,-0.0798,translate1
-82.1873,-57.6978,55.0266,0.0858,114.5063,1.794,0.0127,136.4022,471.1382,0.101,6.8e-05,-0.0238,0.0624,-0.0755,translate1
-73.0998,-72.0207,49.2681,0.0735,113.8328,0.6735,0.0123,124.8972,196.2712,0.0945,0.000172,-0.0214,0.062,-0.0668,translate1
-61.9736,-72.2134,40.7426,0.0634,103.5156,10.3173,0.0101,115.492,67.7231,0.0855,0.000245,-0.0189,0.0613,-0.0537,translate1
-48.857,-64.3176,31.5754,0.0567,86.7224,16.7932,0.0067,106.9755,122.57,0.0756,0.000228,-0.017,0.0596,-0.0387,translate1
-37.57,-51.6072,24.654,0.0517,68.4298,18.2926,0.005,97.4014,310.6704,0.0662,0.00015,-0.0159,0.057,-0.0239,translate1
-33.6654,-38.7795,17.8857,0.0488,54.3793,14.0505,0.0029,85.376,477.7237,0.0588,7.9e-05,-0.0159,0.0537,-0.0112,translate1
-30.5542,-28.9299,13.1586,0.0479,44.0868,10.2925,0.0009,71.4267,462.144,0.0537,3.3e-05,-0.0165,0.0499,-0.0013,translate1
-26.8058,-16.3627,8.3269,0.0492,32.4904,11.5964,0.0013,57.2217,357.6305,0.0509,1e-05,-0.0175,0.0465,0.006,translate1
-24.629,-1.8714,0.9677,0.0507,24.719,7.7714,0.0015,44.821,241.0817,0.0497,2e-06,-0.0182,0.0441,0.0114,translate1
-19.6376,8.9873,-4.1039,0.0521,21.9829,2.7361,0.0014,35.5317,147.6309,0.0498,2e-06,-0.0186,0.0429,0.016,translate1
-12.6007,17.4054,-7.6738,0.0527,22.817,0.834,0.0006,29.2192,69.0699,0.0505,3e-06,-0.0185,0.0424,0.0198,translate1
-9.6993,20.2587,-10.3484,0.0489,24.7302,1.9132,0.0039,25.3479,13.9042,0.0507,2e-06,-0.018,0.0422,0.0216,translate1
-6.7063,13.1914,-9.8568,0.0412,17.7804,6.9497,0.0077,22.4059,6.4991,0.0491,1.8e-05,-0.0169,0.0413,0.0202,translate1
0.9849,0.5156,-7.6792,0.0346,7.7593,10.0212,0.0066,19.014,36.8285,0.0459,4.9e-05,-0.0157,0.0392,0.0158,translate1
12.4692,-8.8594,-5.7746,0.0331,16.3498,8.5905,0.0015,17.8873,35.2158,0.0421,5.9e-05,-0.0143,0.0362,0.0083,translate1
20.1097,-13.175,-5.6541,0.0359,24.6972,8.3474,0.0028,18.2634,39.4889,0.0387,3.3e-05,-0.0132,0.0323,-0.0015,translate1
24.219,-12.9056,-5.8076,0.0378,28.0508,3.3536,0.0019,18.9275,49.8426,0.0365,8e-06,-0.0128,0.0283,-0.0115,translate1
26.5409,-8.6558,-7.2586,0.0395,28.8449,0.7941,0.0017,21.1404,64.3535,0.0362,5e-06,-0.0131,0.025,-0.0196,translate1
