gx,gy,gz,lin_acc_mag,gyro_mag,gyro_diff,lin_acc_diff,gyro_avg,gyro_var,lin_acc_avg,lin_acc_var,lin_ax_avg,lin_ay_avg,lin_az_avg,label
-206.8429,37.2774,-4.933,0.3615,210.233,95.2157,0.0046,388.8495,14150.1934,0.3535,0.000192,0.2174,-0.0683,-0.27,SHAKE
-117.7275,41.1532,78.0473,0.3514,147.1215,63.1116,0.01,311.2473,15534.7998,0.3579,5.5e-05,0.2265,-0.071,-0.2674,SHAKE
-28.3007,68.0007,164.8347,0.3367,180.5423,33.4208,0.0147,249.2999,8703.5879,0.3559,0.000116,0.2337,-0.0715,-0.2579,SHAKE
58.3157,96.9693,234.2647,0.3084,260.1609,79.6186,0.0284,220.7013,3175.103,0.3448,0.000433,0.2365,-0.069,-0.2402,SHAKE
140.5244,130.1786,289.8086,0.253,347.394,87.2331,0.0554,229.0904,4878.5093,0.3222,0.001518,0.2293,-0.0629,-0.2166,SHAKE
214.8164,173.4897,334.2438,0.1719,433.5478,86.1537,0.0811,273.7533,11173.1777,0.2843,0.004291,0.206,-0.0525,-0.1882,SHAKE
274.25,203.3137,369.7919,0.0933,503.2848,69.737,0.0786,344.9859,13428.9033,0.2327,0.008021,0.1609,-0.0367,-0.1576,SHAKE
321.7969,193.9103,398.2304,0.1309,547.4869,44.2021,0.0377,418.3748,10835.9512,0.1915,0.00623,0.091,-0.0146,-0.1255,SHAKE
332.2687,139.547,420.9812,0.2472,554.167,6.6801,0.1163,477.1761,6059.9375,0.1792,0.003968,-0.0016,0.0137,-0.0949,SHAKE
289.7869,59.0532,409.3631,0.3516,505.0167,49.1503,0.1045,508.7006,1852.484,0.199,0.008435,-0.1063,0.0457,-0.0679,SHAKE
202.3826,-9.7887,342.003,0.4237,397.518,107.4987,0.0721,501.4947,3143.2813,0.2493,0.015855,-0.2101,0.0777,-0.0463,SHAKE
87.5249,-36.7841,249.743,0.4546,267.1802,130.3379,0.0309,454.2737,11893.4824,0.3216,0.014185,-0.2993,0.1057,-0.0311,SHAKE
-8.9395,-22.4554,150.8163,0.4388,152.7407,114.4395,0.0158,375.3245,22107.2031,0.3832,0.005865,-0.3609,0.1254,-0.024,SHAKE
-81.7735,17.9888,58.153,0.3959,101.9425,50.7982,0.0428,284.8796,22477.541,0.4129,0.001313,-0.3895,0.1342,-0.0253,SHAKE
-130.8282,58.6567,-19.5713,0.335,144.7054,42.7629,0.0609,212.8174,11522.2676,0.4096,0.001765,-0.3854,0.1321,-0.0342,SHAKE
-160.0532,72.9785,-76.6664,0.2662,191.887,47.1816,0.0689,171.6911,3095.6501,0.3781,0.004846,-0.353,0.1204,-0.0491,SHAKE
-172.5488,68.5484,-112.6331,0.2006,217.1594,25.2724,0.0656,161.687,1585.4078,0.3273,0.007398,-0.2997,0.1015,-0.0667,SHAKE
-169.8703,55.2762,-128.1753,0.1471,219.8642,2.7049,0.0535,175.1117,2066.0962,0.269,0.008002,-0.2344,0.0792,-0.084,SHAKE
-158.0869,37.971,-111.4777,0.1228,197.1308,22.7335,0.0243,194.1493,729.8854,0.2143,0.006067,-0.1647,0.0564,-0.0987,SHAKE
-139.882,10.2987,-81.3822,0.1252,162.1607,34.9701,0.0024,197.6404,433.412,0.1724,0.002983,-0.0964,0.0345,-0.1093,SHAKE
-121.4931,-33.6548,-46.337,0.1419,134.3143,27.8464,0.0167,186.1259,1096.2458,0.1475,0.000791,-0.0336,0.0143,-0.1153,SHAKE
